LABEL,TEXT
mostly-true,A college loan is the only loan in the United States that you cannot refinance when interest rates go down.
mostly-true,The House of Representatives has never passed a resolution of disapproval to condemn a member's behavior.
mostly-true,"We are younger than our competitors, and this is entirely because of immigration."
half-true,Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement.
TRUE,"Says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home."
half-true,"The policy mistakes that ... the Clintons made got us, in large degree, to the situation that we are in today with mass incarceration."
barely-true,Says he raised average family income by 50 percent during his tenure as Arkansas governor.
half-true,They tried to give us $400 million to build a high-speed train that goes 39 miles an hour.
half-true,"Says the CBO estimates that fully extending the Bush tax cuts would add 600,000-1.4 million jobs in 2011 and 900,000-2.7 million jobs in 2012."
TRUE,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.
half-true,"According to David Cay Johnston, the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes."
FALSE,"Most young Americans right now, theyre not covered by health insurance."
mostly-true,"In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent."
TRUE,"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide."
pants-fire,Says two-thirds of groups targeted for IRS scrutiny were not conservative.
pants-fire,"In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And thats where they first established relationships with the young Vladimir Putin."
half-true,"Last week the Texas State Board of Education (SBOE), led by Rick Perrys appointee, voted to remove Thomas Jefferson from social studies textbook standards. Thats right. Thomas Jefferson... was deleted from a list of historical figures who inspired political change."
barely-true,"As a U.S. senator with salary and perks, ‪#Bernie‬ is in the top 1 percent, but still paid only 13 percent in taxes last year."
TRUE,"You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically."
half-true,"From 2013-2015, the richest 14 Americans increased their net wealth by more than $157 billion, yet the Republican budget would not require these Americans to contribute one penny to deficit reduction."
half-true,"Says that while Foster was mayor, Rick Kriseman was ineffective in the Florida House of Representatives because there was no legislation that passed the House that had (Krisemans) name on it."
mostly-true,Says Texas routinely gets a lot more federal spending than it pays in taxes.
FALSE,Cell phone numbers go public this month.
barely-true,Says it has offered $12 million in savings through 2011 and $184 million in savings over the next 25 years in contract negotiations with the City of Milwaukee.
FALSE,Clackamas County Commissioners approved a re-negotiated agreement to lower the countys contribution to TriMets Portland-Milwaukie Light Rail project to $19.9 million from $25 million.
mostly-true,Says Texas has 11 different felonies you can commit with an oyster.
FALSE,The Obama administration is unwinding our nations welfare-to-work requirements.
TRUE,"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1."
half-true,The Redskins Training Camp deal generated $40 million in new private investment in the city.
half-true,The GOP budget plan would cut nearly a million jobs.
half-true,There are more people living in this country who were not born here than at anytime in the history of the country.
half-true,Says Hillary Clinton defended Syrias President Assad as a possible reformer at the start of that countrys civil war.
half-true,"The Postal Services financial losses result from a 2006 law that drains $5 billion a year from post office revenue, while the Postal Service is forced to overpay billions more into federal accounts."
mostly-true,As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops.
pants-fire,"Shes voted for 60 tax increases, hurting the middle class and small businesses."
barely-true,"Now, in the House of Representatives, we have 40 different jobs bills that have passed and almost all of them have been bipartisan."
pants-fire,"Sheila Jackson Lee of Texas said: Hey, all you wrinkly, white-aged has-beens: Its time for you to die and let the next generation have your spot on the planet."
barely-true,"Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation"
mostly-true,A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste.
barely-true,America is one of the highest-taxed nations in the world.
FALSE,"If black America were a country, itd be the 15th wealthiest nation in the world."
half-true,"Since Republicans took over after the 2010 election, the graduation rate in Wisconsin has gone from 86 percent to 88 percent. The black graduation rate has gone from 60 percent to 65 percent. The Latino graduation rate has gone from 65 percent to 71 percent."
